chunk_id,title,module,concepts,content,tags,difficulty,source_type
DS-CHUNK-00153,哈夫曼编码：易错点与诊断问题,树与二叉树,哈夫曼编码,学习哈夫曼编码时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|树与二叉树,诊断,原创课程资料
DS-CHUNK-00154,森林与并查集模块概览,森林与并查集,树森林二叉树转换|孩子兄弟表示法|并查集|路径压缩|按秩合并,森林与并查集是数据结构课程的重要模块，包含树森林二叉树转换、孩子兄弟表示法、并查集、路径压缩、按秩合并等知识点。学习该模块时，应从定义、逻辑结构、存储结构、基本操作、复杂度、应用场景和易错点七个维度建立知识。,模块概览|数据结构|课程知识库,基础,原创课程资料
DS-CHUNK-00155,树森林二叉树转换：定义与核心思想,森林与并查集,树森林二叉树转换,树森林二叉树转换的核心定义：树森林二叉树转换是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|森林与并查集,基础,原创课程资料
DS-CHUNK-00156,树森林二叉树转换：复杂度与适用场景,森林与并查集,树森林二叉树转换,树森林二叉树转换的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|森林与并查集,提高,原创课程资料
DS-CHUNK-00157,树森林二叉树转换：易错点与诊断问题,森林与并查集,树森林二叉树转换,学习树森林二叉树转换时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|森林与并查集,诊断,原创课程资料
DS-CHUNK-00158,孩子兄弟表示法：定义与核心思想,森林与并查集,孩子兄弟表示法,孩子兄弟表示法的核心定义：孩子兄弟表示法是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|森林与并查集,基础,原创课程资料
DS-CHUNK-00159,孩子兄弟表示法：复杂度与适用场景,森林与并查集,孩子兄弟表示法,孩子兄弟表示法的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|森林与并查集,提高,原创课程资料
DS-CHUNK-00160,孩子兄弟表示法：易错点与诊断问题,森林与并查集,孩子兄弟表示法,学习孩子兄弟表示法时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|森林与并查集,诊断,原创课程资料
DS-CHUNK-00161,并查集：定义与核心思想,森林与并查集,并查集,并查集的核心定义：并查集用于维护若干不相交集合，支持查找元素所在集合与合并两个集合。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|森林与并查集,基础,原创课程资料
DS-CHUNK-00162,并查集：复杂度与适用场景,森林与并查集,并查集,并查集的复杂度分析应围绕关键操作展开。一般可关注：近似 O(α(n))；O(n)。适用场景：动态连通性、Kruskal。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|森林与并查集,提高,原创课程资料
DS-CHUNK-00163,并查集：易错点与诊断问题,森林与并查集,并查集,学习并查集时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|森林与并查集,诊断,原创课程资料
DS-CHUNK-00164,路径压缩：定义与核心思想,森林与并查集,路径压缩,路径压缩的核心定义：路径压缩是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|森林与并查集,基础,原创课程资料
DS-CHUNK-00165,路径压缩：复杂度与适用场景,森林与并查集,路径压缩,路径压缩的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|森林与并查集,提高,原创课程资料
DS-CHUNK-00166,路径压缩：易错点与诊断问题,森林与并查集,路径压缩,学习路径压缩时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|森林与并查集,诊断,原创课程资料
DS-CHUNK-00167,按秩合并：定义与核心思想,森林与并查集,按秩合并,按秩合并的核心定义：按秩合并是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|森林与并查集,基础,原创课程资料
DS-CHUNK-00168,按秩合并：复杂度与适用场景,森林与并查集,按秩合并,按秩合并的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|森林与并查集,提高,原创课程资料
DS-CHUNK-00169,按秩合并：易错点与诊断问题,森林与并查集,按秩合并,学习按秩合并时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|森林与并查集,诊断,原创课程资料
DS-CHUNK-00170,图模块概览,图,图的基本概念|邻接矩阵|邻接表|十字链表|邻接多重表|DFS|BFS|连通分量|拓扑排序|关键路径|最小生成树|Prim算法|Kruskal算法|单源最短路径|Dijkstra算法|Bellman-Ford算法|多源最短路径|Floyd算法,图是数据结构课程的重要模块，包含图的基本概念、邻接矩阵、邻接表、十字链表、邻接多重表、DFS、BFS、连通分量、拓扑排序、关键路径、最小生成树、Prim算法、Kruskal算法、单源最短路径、Dijkstra算法、Bellman-Ford算法、多源最短路径、Floyd算法等知识点。学习该模块时，应从定义、逻辑结构、存储结构、基本操作、复杂度、应用场景和易错点七个维度建立知识。,模块概览|数据结构|课程知识库,基础,原创课程资料
DS-CHUNK-00171,图的基本概念：定义与核心思想,图,图的基本概念,图的基本概念的核心定义：图由顶点集合和边集合组成，可分为有向图、无向图、带权图等，用于表示复杂对象关系。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00172,图的基本概念：复杂度与适用场景,图,图的基本概念,图的基本概念的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00173,图的基本概念：易错点与诊断问题,图,图的基本概念,学习图的基本概念时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00174,邻接矩阵：定义与核心思想,图,邻接矩阵,邻接矩阵的核心定义：邻接矩阵用二维数组表示顶点之间是否存在边或边权，适合稠密图，判断两点是否相邻效率高。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00175,邻接矩阵：复杂度与适用场景,图,邻接矩阵,邻接矩阵的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00176,邻接矩阵：易错点与诊断问题,图,邻接矩阵,学习邻接矩阵时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00177,邻接表：定义与核心思想,图,邻接表,邻接表的核心定义：邻接表为每个顶点维护一个边表，适合稀疏图，空间复杂度通常为 O(n+e)。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00178,邻接表：复杂度与适用场景,图,邻接表,邻接表的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00179,邻接表：易错点与诊断问题,图,邻接表,学习邻接表时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00180,十字链表：定义与核心思想,图,十字链表,十字链表的核心定义：十字链表是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00181,十字链表：复杂度与适用场景,图,十字链表,十字链表的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00182,十字链表：易错点与诊断问题,图,十字链表,学习十字链表时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00183,邻接多重表：定义与核心思想,图,邻接多重表,邻接多重表的核心定义：邻接多重表是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00184,邻接多重表：复杂度与适用场景,图,邻接多重表,邻接多重表的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00185,邻接多重表：易错点与诊断问题,图,邻接多重表,学习邻接多重表时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00186,DFS：定义与核心思想,图,DFS,DFS的核心定义：深度优先搜索从某一顶点出发尽可能深入访问未访问邻接点，常用递归或栈实现。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00187,DFS：复杂度与适用场景,图,DFS,DFS的复杂度分析应围绕关键操作展开。一般可关注：O(n+e)；O(n)。适用场景：连通性、路径搜索、拓扑相关。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00188,DFS：易错点与诊断问题,图,DFS,学习DFS时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00189,BFS：定义与核心思想,图,BFS,BFS的核心定义：广度优先搜索从起点按距离层次逐步扩展访问，常用队列实现，可求无权图最短路径。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00190,BFS：复杂度与适用场景,图,BFS,BFS的复杂度分析应围绕关键操作展开。一般可关注：O(n+e)；O(n)。适用场景：无权最短路径、层次扩展。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00191,BFS：易错点与诊断问题,图,BFS,学习BFS时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00192,连通分量：定义与核心思想,图,连通分量,连通分量的核心定义：连通分量是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00193,连通分量：复杂度与适用场景,图,连通分量,连通分量的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00194,连通分量：易错点与诊断问题,图,连通分量,学习连通分量时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00195,拓扑排序：定义与核心思想,图,拓扑排序,拓扑排序的核心定义：拓扑排序将有向无环图中的顶点排成线性序列，使每条有向边的起点都在终点之前。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00196,拓扑排序：复杂度与适用场景,图,拓扑排序,拓扑排序的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00197,拓扑排序：易错点与诊断问题,图,拓扑排序,学习拓扑排序时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00198,关键路径：定义与核心思想,图,关键路径,关键路径的核心定义：关键路径是 AOE 网中从源点到汇点的最长路径，决定工程最短完成时间。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00199,关键路径：复杂度与适用场景,图,关键路径,关键路径的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00200,关键路径：易错点与诊断问题,图,关键路径,学习关键路径时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00201,最小生成树：定义与核心思想,图,最小生成树,最小生成树的核心定义：最小生成树是在连通无向带权图中连接所有顶点且总权值最小的生成树。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00202,最小生成树：复杂度与适用场景,图,最小生成树,最小生成树的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00203,最小生成树：易错点与诊断问题,图,最小生成树,学习最小生成树时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00204,Prim算法：定义与核心思想,图,Prim算法,Prim算法的核心定义：Prim算法从一个顶点集合开始，每次选择连接集合内外的最小权边扩展生成树。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00205,Prim算法：复杂度与适用场景,图,Prim算法,Prim算法的复杂度分析应围绕关键操作展开。一般可关注：邻接矩阵 O(n^2)；堆优化 O(e log n)。适用场景：稠密图最小生成树。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00206,Prim算法：易错点与诊断问题,图,Prim算法,学习Prim算法时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00207,Kruskal算法：定义与核心思想,图,Kruskal算法,Kruskal算法的核心定义：Kruskal算法按边权从小到大选择不形成回路的边，直到生成树包含 n-1 条边。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00208,Kruskal算法：复杂度与适用场景,图,Kruskal算法,Kruskal算法的复杂度分析应围绕关键操作展开。一般可关注：O(e log e)；并查集近似 O(1)。适用场景：稀疏图最小生成树。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00209,Kruskal算法：易错点与诊断问题,图,Kruskal算法,学习Kruskal算法时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00210,单源最短路径：定义与核心思想,图,单源最短路径,单源最短路径的核心定义：单源最短路径是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00211,单源最短路径：复杂度与适用场景,图,单源最短路径,单源最短路径的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00212,单源最短路径：易错点与诊断问题,图,单源最短路径,学习单源最短路径时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00213,Dijkstra算法：定义与核心思想,图,Dijkstra算法,Dijkstra算法的核心定义：Dijkstra算法用于求非负权图的单源最短路径，每轮确定一个当前距离最小的未确定顶点。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00214,Dijkstra算法：复杂度与适用场景,图,Dijkstra算法,Dijkstra算法的复杂度分析应围绕关键操作展开。一般可关注：朴素 O(n^2)；堆优化 O((n+e)log n)。适用场景：非负权单源最短路径。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00215,Dijkstra算法：易错点与诊断问题,图,Dijkstra算法,学习Dijkstra算法时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00216,Bellman-Ford算法：定义与核心思想,图,Bellman-Ford算法,Bellman-Ford算法的核心定义：Bellman-Ford算法是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00217,Bellman-Ford算法：复杂度与适用场景,图,Bellman-Ford算法,Bellman-Ford算法的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00218,Bellman-Ford算法：易错点与诊断问题,图,Bellman-Ford算法,学习Bellman-Ford算法时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00219,多源最短路径：定义与核心思想,图,多源最短路径,多源最短路径的核心定义：多源最短路径是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00220,多源最短路径：复杂度与适用场景,图,多源最短路径,多源最短路径的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00221,多源最短路径：易错点与诊断问题,图,多源最短路径,学习多源最短路径时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00222,Floyd算法：定义与核心思想,图,Floyd算法,Floyd算法的核心定义：Floyd算法通过动态规划求所有顶点对之间的最短路径，时间复杂度为 O(n^3)。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|图,基础,原创课程资料
DS-CHUNK-00223,Floyd算法：复杂度与适用场景,图,Floyd算法,Floyd算法的复杂度分析应围绕关键操作展开。一般可关注：O(n^3)；O(n^2)。适用场景：多源最短路径。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|图,提高,原创课程资料
DS-CHUNK-00224,Floyd算法：易错点与诊断问题,图,Floyd算法,学习Floyd算法时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|图,诊断,原创课程资料
DS-CHUNK-00225,查找模块概览,查找,顺序查找|折半查找|分块查找|二叉排序树|平衡二叉树AVL|红黑树基础|B树|B+树|散列表|哈希函数|冲突处理|装填因子,查找是数据结构课程的重要模块，包含顺序查找、折半查找、分块查找、二叉排序树、平衡二叉树AVL、红黑树基础、B树、B+树、散列表、哈希函数、冲突处理、装填因子等知识点。学习该模块时，应从定义、逻辑结构、存储结构、基本操作、复杂度、应用场景和易错点七个维度建立知识。,模块概览|数据结构|课程知识库,基础,原创课程资料
DS-CHUNK-00226,顺序查找：定义与核心思想,查找,顺序查找,顺序查找的核心定义：顺序查找从表的一端开始逐个比较，适用于顺序存储或链式存储，效率较低但实现简单。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|查找,基础,原创课程资料
DS-CHUNK-00227,顺序查找：复杂度与适用场景,查找,顺序查找,顺序查找的复杂度分析应围绕关键操作展开。一般可关注：需要结合具体操作分析；需要结合具体实现分析。适用场景：课程练习与工程场景。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|查找,提高,原创课程资料
DS-CHUNK-00228,顺序查找：易错点与诊断问题,查找,顺序查找,学习顺序查找时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|查找,诊断,原创课程资料
DS-CHUNK-00229,折半查找：定义与核心思想,查找,折半查找,折半查找的核心定义：折半查找要求查找表有序且支持随机访问，每次将查找范围缩小一半。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|查找,基础,原创课程资料
DS-CHUNK-00230,折半查找：复杂度与适用场景,查找,折半查找,折半查找的复杂度分析应围绕关键操作展开。一般可关注：O(log n)；O(1)。适用场景：有序顺序表。判断能否使用该结构或算法时，必须检查输入规模、数据分布、是否有序、是否允许额外空间、是否要求稳定性等条件。,复杂度|适用场景|查找,提高,原创课程资料
DS-CHUNK-00231,折半查找：易错点与诊断问题,查找,折半查找,学习折半查找时常见问题包括：概念条件记忆不完整、边界条件处理不严谨、复杂度只背结论不解释原因、与相似知识点混淆。诊断时可追问：它的输入条件是什么？核心操作是什么？最坏情况如何出现？与相近结构相比优势和代价分别是什么？,易错点|诊断|查找,诊断,原创课程资料
DS-CHUNK-00232,分块查找：定义与核心思想,查找,分块查找,分块查找的核心定义：分块查找是数据结构课程中的核心知识点，需要从定义、存储方式、基本操作、复杂度、典型应用和易错点六个方面掌握。 学习时需要区分它的逻辑结构和存储结构，并说明它解决了什么问题。,定义|核心概念|查找,基础,原创课程资料
